m,r,rho,T,P,l,eps,kappa,nabla_ad,nabla,transport
1.958540813475271,0.9143684495221719,0.1568074351431519,3240260.471427263,68183389418232.28,13.809732746159362,1.1093305135957263e-05,6.545551870314247,0.3952279649912515,0.2166061654686099,radiative
1.9606688206024268,0.9221746078410471,0.14725791662473547,3183994.271050478,62921814871826.14,13.809732757366346,9.21731203513078e-06,6.7154324045043134,0.39518007693201085,0.2197253405035371,radiative
1.9612253220273488,0.9242764326927643,0.14479155259591314,3168855.1225788426,61574453137193.78,13.809732759965781,8.76485943247147e-06,6.763115254332066,0.3951679298392649,0.2206523720635182,radiative
1.9614660603990848,0.9251937631957777,0.14372866391681768,3162247.8029624904,60995279716646.35,13.809732761050167,8.573867296855589e-06,6.784156673162802,0.3951627373466192,0.22106804831515092,radiative
1.9617067987708205,0.9261160596095613,0.14266798484956916,3155609.817560468,60418334120081.87,13.809732762110842,8.385785254094564e-06,6.794637340225299,0.3951575537793221,0.2211393422209635,radiative
1.962444590856876,0.9289741563446222,0.1394296187946817,3135104.4864842435,58664058744427.73,13.8097327652177,7.827724575550087e-06,6.827237087971634,0.3951415311692073,0.22136547471023496,radiative
1.9631823829429316,0.9318811262755667,0.13620988274793006,3114348.2803759957,56930769166285.07,13.809732768115834,7.296706383522815e-06,6.860589451612272,0.39512530190318457,0.22160389912967382,radiative
1.965249288155764,0.9403008283930347,0.12728998663499133,3054783.740394827,52187174052052.836,13.809732775209286,5.946176815641477e-06,6.958393647189278,0.39507873374912833,0.22234712712956967,radiative
1.9671996833135446,0.9486504341193442,0.11900998819107925,2996497.382596626,47863424249655.11,13.809732780663598,4.844851597772652e-06,7.057363617738965,0.39503332267975794,0.22317239844671619,radiative
1.9690384522937772,0.9569214059450752,0.11132793341114021,2939488.2349470886,43923727839211.3,13.809732784853312,3.947425268843884e-06,7.157659598962663,0.39498927835057834,0.22409254427011416,radiative
1.9707703438999553,0.9651047493250338,0.10420454763065802,2883755.0474168425,40335237750148.07,13.809732788068741,3.2166334228444717e-06,7.259474844962066,0.3949468342455898,0.2251223504238444,radiative
1.9723999740747016,0.97319102167102,0.09760307090077214,2829296.1265776744,37067818321476.44,13.809732790534524,2.6218701429026434e-06,7.36304058884199,0.39490624931243073,0.22627881194817528,radiative
1.9739318286932175,0.9811703522115834,0.09148910074490832,2776109.140707803,34093828777095.312,13.8097327924242,2.138034016878638e-06,7.468631467845149,0.39486780933250903,0.22758141295083906,radiative
1.9753702671020064,0.9890324760507947,0.08583044127090805,2724190.88654762,31387922166227.13,13.809732793871618,1.7445666331287865e-06,7.576571411236523,0.3948318278910323,0.2290524335844553,radiative
1.9767195213829445,0.9967667558833107,0.08059697765250812,2673537.2050615284,28926867757911.453,13.809732794979869,1.4246540198373103e-06,7.687239545972744,0.39479864691986416,0.23071727988174992,radiative
1.9779838001954753,1.0043628541469953,0.07576016022632773,2624138.754921436,26689204258014.273,13.809732795828294,1.1645431345679163e-06,7.801086095272926,0.3947686340971541,0.2326050091333387,radiative
1.9791651193071105,1.0117969542951841,0.07130105033523569,2576070.215748416,24658787131748.656,13.809732796476778,9.533656897142812e-07,7.918416904508,0.3947422290976661,0.2347445613705261,radiative
1.980309515471666,1.0193403224229887,0.0670387059769663,2527505.7142210454,22748080986348.566,13.809732796989607,7.757724735557801e-07,8.04465683303189,0.39471904017886006,0.23727332033538653,radiative
1.9805191936248334,1.0207615550578597,0.06626403737949985,2518373.1425740984,22404046732975.562,13.809732797072492,7.459375738751695e-07,8.069369786262266,0.39471513528357643,0.23779624561161258,radiative
1.9807491389276148,1.0223347427604468,0.06541673000723391,2508270.4039336937,22028923578846.613,13.809732797159707,7.141463539227849e-07,8.089736960372713,0.3947109875507765,0.23817658500253983,radiative
1.9818988733314538,1.0304412174575046,0.0612065963148662,2456660.1603908786,20187455831619.99,13.809732797542011,5.697201308140327e-07,8.127133275743555,0.3946896883738645,0.2381526545021571,radiative
1.9829822678386841,1.0384776650580168,0.05727882083578988,2406270.423420321,18504825603763.445,13.809732797829337,4.5427973382668044e-07,8.163845656501337,0.3946683131449369,0.23811211758558642,radiative
1.984002954946965,1.0464436396271939,0.05361356275298092,2357071.5503926063,16966887888424.617,13.80973279804513,3.620554249520308e-07,8.199827383671748,0.39464682861592104,0.23805198079080356,radiative
1.984964422010184,1.0543390678948472,0.05019229519081523,2309033.287032666,15560742865930.725,13.809732798207103,2.884137417188842e-07,8.235023618664567,0.3946251945791787,0.23796876204060355,radiative
1.985870011749898,1.062164267884204,0.04699772679073272,2262124.826215463,14274631126984.027,13.8097327983286,2.296370151042729e-07,8.26936966792074,0.39460336272955815,0.23785840225541213,radiative
1.98672292388525,1.0699199731449764,0.04401372491223113,2216314.844147771,13097836223269.045,13.80973279841969,1.8274477668841808e-07,8.302788914724285,0.3945812752880162,0.23771616024003264,radiative
1.9875262170597052,1.0776073571353157,0.041225243180731494,2171571.551379401,12020595193354.107,13.809732798487945,1.4534936652931247e-07,8.335190313374628,0.39455886334967283,0.23753648743742692,radiative
1.9882828292029382,1.0852282455472166,0.038618190814303364,2127861.6925465544,11033993104582.094,13.809732798539065,1.1553868961451775e-07,8.366466106283639,0.3945360443210499,0.23731287226301143,radiative
1.9889951828833672,1.0927808704184303,0.03618072449159474,2085174.6748760794,10130387694944.717,13.809732798577311,9.179485314655093e-08,8.396471337342028,0.3945127328124095,0.2370378264904134,radiative
1.9896746856291434,1.100367633068823,0.03387096430756398,2042925.4558576029,9291712979809.742,13.809732798606248,7.266396514547181e-08,8.425424524277199,0.39448848929584385,0.2366975169608907,radiative
1.9901137180539146,1.10548957597554,0.03238646167668647,2014759.6662752954,8762115468617.763,13.80973279862158,6.196430838935574e-08,8.444180168642717,0.39447157682389045,0.23642524918258123,radiative
1.9905773442037622,1.1111044622310058,0.030825423927037923,1984213.2652159655,8213475971398.502,13.809732798635277,5.1962833322157484e-08,8.466372561268157,0.39445247219885504,0.2361512195824464,radiative
1.9911461606151868,1.118310470873645,0.028919787398736598,1945489.3992866783,7555500862614.691,13.809732798649026,4.136046027431268e-08,8.499706173823917,0.3944272822732802,0.2359102629653847,radiative
1.9916829610969855,1.1254666008180034,0.02713106104396204,1907556.8862738886,6950139365994.943,13.809732798659349,3.288707169394447e-08,8.532160888551303,0.3944015000607456,0.2356245981627247,radiative
1.992189559803974,1.1325748986775528,0.02545141374032883,1870392.6914700707,6392991960261.134,13.80973279866709,2.612076871803882e-08,8.563602765378356,0.39437502011889664,0.23528655062605217,radiative
1.992667692902993,1.1396379214217818,0.023873487487304692,1833973.2418816802,5880020584659.617,13.80973279867289,2.0722187718171524e-08,8.593873102556843,0.39434771684946174,0.23488711932192818,radiative
1.9931190230092852,1.14665882802275,0.022390360602075395,1798274.2407112585,5407517211528.609,13.809732798677231,1.6418570239785414e-08,8.62278344509536,0.3943194402873355,0.23441572431487698,radiative
1.9935451440402514,1.1536414965436963,0.02099551138989303,1763270.4221725825,4972074661495.96,13.809732798680477,1.2990861836760144e-08,8.650109418477982,0.3942900107986427,0.233859897819758,radiative
1.993947586672444,1.1605906765679586,0.0196827815264676,1728935.220203275,4570559324322.248,13.8097327986829,1.0263273346525897e-08,8.675583035961846,0.3942592123191278,0.23320490211190667,radiative
1.994327823871575,1.1675121765860272,0.018446340716207783,1695240.3840638986,4200086184663.261,13.809732798684708,8.094846324623908e-09,8.698882936308983,0.3942267836737857,0.23243325266753634,radiative
1.994687295587074,1.1744134711101033,0.017280590577331747,1662153.7475414558,3857978012379.1255,13.809732798686055,6.372558891870259e-09,8.71962289188331,0.3941924053588812,0.23152406286444055,radiative
1.9950269915085923,1.181295285364434,0.016181498824157946,1629679.5966393175,3542135164115.6294,13.809732798687055,5.0074502029260416e-09,8.737314343793562,0.3941557320249857,0.2304536967659683,radiative
1.9953581460466838,1.1883848113107889,0.015112062579539105,1596783.5488783068,3241378187970.14,13.809732798687818,3.896225170714452e-09,8.75177476745005,0.39411499987654924,0.22914957648655473,radiative
1.9954252536803825,1.189871703920885,0.014895551089623269,1589957.941286724,3181307110698.1323,13.809732798687952,3.6952970638234145e-09,8.754252513492226,0.3941060269769165,0.22884684776678543,radiative
1.9954973001091616,1.191488051253655,0.01466317602501583,1582567.2969222704,3117148295553.975,13.809732798688085,3.4881748514324922e-09,8.759958787737414,0.3940960935884625,0.22859036047312967,radiative
1.9955693465379407,1.1931257338673187,0.014430931443460231,1575103.7443052127,3053336650467.532,13.809732798688213,3.2896114644414397e-09,8.772802537604365,0.39408592821191385,0.22851138527434345,radiative
1.995690990228295,1.1959410142080151,0.014039137985760567,1562326.9316705647,2946390863584.9473,13.809732798688412,2.973092277938011e-09,8.794810875237852,0.39406827459728,0.2283674319413273,radiative
1.995957982413499,1.2023561468824346,0.013180591320530961,1533466.018023222,2715207194161.257,13.80973279868878,2.356324169958828e-09,8.84454880481647,0.3940271439731544,0.2279968865279415,radiative
1.9962097923113598,1.20873290644875,0.012372484851947104,1505128.730217317,2501732525252.654,13.809732798689055,1.8649734811923017e-09,8.89324705565212,0.39398488219787725,0.22756147784585845,radiative
1.9964473207520046,1.2150744576348778,0.011611486188990577,1477298.3437588732,2304534480661.525,13.809732798689259,1.473936393059225e-09,8.940692979211592,0.3939413059290888,0.2270502430628164,radiative
1.9966714292398384,1.2213846225568479,0.010894444989743042,1449957.309230507,2122291381103.186,13.809732798689414,1.163060306006084e-09,8.986633785012126,0.3938961954200507,0.22645028233551243,radiative
1.9968829431894868,1.2276680248813996,0.010218375790747141,1423086.9811080305,1953782442289.43,13.809732798689527,9.161813260658463e-10,9.030768024909404,0.3938492860851842,0.22574637090753039,radiative
1.997082655531424,1.2339302794490972,0.009580440129317818,1396667.2516248957,1797878475762.3257,13.80973279868961,7.203460382575483e-10,9.07273485263943,0.3938002575644883,0.22492047374114418,radiative
1.9972713308996581,1.2401782472774328,0.008977927185024662,1370676.0435390435,1653532913412.4226,13.809732798689673,5.651828164587043e-10,9.112100282180851,0.39374871929660304,0.22395112849957366,radiative
1.997449710401129,1.246420375143356,0.008408232824043464,1345088.6370028039,1519773162789.7268,13.80973279868972,4.423945706529897e-10,9.148339226198733,0.3936941911995784,0.22281264790521382,radiative
1.9976185253271557,1.2526674630537977,0.007868810170049078,1319875.5317568367,1395686218282.665,13.809732798689753,3.4534554651877377e-10,9.180813015934213,0.3936360743155968,0.22147399622409902,radiative
1.9977783236767126,1.2589261177581108,0.007357718974378419,1295029.5739119677,1280539294094.451,13.80973279868978,2.688140051382925e-10,9.20870639560158,0.3935736870428282,0.21989926219925954,radiative
1.997934201033296,1.2653995069945765,0.006858458274512435,1269789.754545897,1170457075295.12,13.809732798689799,2.069595919015859e-10,9.231620284667555,0.39350400227970955,0.21798331171906396,radiative
1.9979677519902699,1.2668453270719482,0.006750876907914856,1264218.9070532985,1147059704112.523,13.8097327986898,1.951581373567381e-10,9.235789435889291,0.3934876292067766,0.21751074983267638,radiative
1.9980043414368698,1.2684447457597918,0.006633496124574733,1258085.1595719159,1121665279376.891,13.809732798689804,1.8286238106935586e-10,9.243007776622244,0.39346914667984434,0.21703925392165457,radiative
1.998129024290689,1.2740835430827542,0.006233512990666773,1236609.4761360781,1036101049122.2717,13.809732798689813,1.4512563771759958e-10,9.335976468880387,0.3934026931774324,0.21692336405017956,radiative
1.9982462843066704,1.2796774816914611,0.005857434936802582,1215503.6503108793,957032565187.344,13.80973279868982,1.150561187147116e-10,9.429580799400313,0.3933353076044311,0.21679202214207355,radiative
1.9983568716875582,1.2852437071041487,0.0055027625008857925,1194698.3008388667,883748682803.9117,13.809732798689826,9.105528524182911e-11,9.524060154860493,0.3932667249409157,0.21664224872974255,radiative
1.9984539565369388,1.2903913608936168,0.005191330607140734,1175630.9561794423,820474000362.6256,13.80973279868983,7.314538301728321e-11,9.612593969890032,0.393201855948303,0.21648384866756315,radiative
1.9985503313385244,1.2957723237762238,0.00488204572607692,1155877.4832299107,758675249070.0908,13.809732798689833,5.801562213853072e-11,9.706048297304458,0.3931324658316916,0.21628895251366254,radiative
1.9986410889891868,1.3011166169210509,0.004590556927194256,1136448.4064534432,701431250579.5868,13.809732798689835,4.5958754058162804e-11,9.790904674293142,0.39306161729318123,0.21586016442676237,radiative
1.9987265945011075,1.3064281881917996,0.004315610958864769,1117338.2755578447,648373835403.8579,13.809732798689838,3.636013991389227e-11,9.873841173500695,0.3929888682224386,0.2153365744147646,radiative
1.9988071954326347,1.311711746789987,0.004056050637424374,1098533.4656341893,599162451445.8746,13.80973279868984,2.8724326778783818e-11,9.954436438242434,0.3929138779423612,0.21470169526094277,radiative
1.9988832239229861,1.3169729439603024,0.003810773964444231,1080019.0624177712,553481386115.7395,13.80973279868984,2.265473689084058e-11,10.032182698405148,0.3928362307747025,0.21393587802603023,radiative
1.9989549988762305,1.3222186260483784,0.003578725415690826,1061778.4251589992,511037108498.3603,13.80973279868984,1.783410310173971e-11,10.106464732776024,0.3927554156792739,0.21301558394132986,radiative
1.9990228315568148,1.327457424635234,0.003358876117139784,1043791.7498907755,471553845085.9067,13.80973279868984,1.4008583415508061e-11,10.17653524709199,0.3926707945060487,0.21191237347004094,radiative
1.999086958734118,1.3326944376206005,0.0031504395701931203,1026054.7873773928,434810716308.7958,13.80973279868984,1.097826863428999e-11,10.241407437767135,0.3925816638071999,0.21059316473975453,radiative
1.999149343803877,1.3380902523553688,0.002946988996650454,1008052.054011639,399630280161.9803,13.80973279868984,8.520062056128851e-12,10.301491092908892,0.39248428329126434,0.20896795015625444,radiative
1.9991656644089582,1.339555903863675,0.002893636982862448,1003212.3589864323,390521275990.5223,13.80973279868984,7.950074294503894e-12,10.316420452291895,0.3924567353782905,0.20847391975394314,radiative
1.999182782645145,1.3411189903738274,0.0028376172817321677,998074.8062531158,381010107783.91187,13.80973279868984,7.382824631447014e-12,10.340359416192253,0.39242681678918667,0.20809686342490089,radiative
1.9992039769270602,1.3430923957827199,0.0027682046738299287,991611.8855887199,369295992990.5481,13.80973279868984,6.721558366231441e-12,10.388685014965485,0.3923885838252692,0.20797419428133648,radiative
1.9992251712089757,1.3451099339720278,0.0026987374327545376,985028.309673647,357651156851.64417,13.80973279868984,6.1038254503024234e-12,10.438095344534501,0.39234904086519173,0.20783687862595696,radiative
1.9992736174650738,1.349899691265837,0.0025397185759157216,969496.8996640991,331299043115.274,13.80973279868984,4.8459242790331445e-12,10.555248090461301,0.3922532075978625,0.20745741948028526,radiative
1.9993192534184323,1.3546607716151722,0.002389587475171624,954199.3140997748,306823807908.05414,13.80973279868984,3.842315185922316e-12,10.671133783200027,0.39215498525828774,0.2069947591310536,radiative
1.9993622616151396,1.3593968929521485,0.0022477465531618845,939126.4634144681,284078545580.5205,13.80973279868984,3.0422422871997252e-12,10.785332427048434,0.3920540148298683,0.20643457832078302,radiative
1.9994028181788062,1.364112739943906,0.0021136196816974695,924267.6116286292,262925618215.89017,13.80973279868984,2.404937353433946e-12,10.89734435719493,0.39194985422176715,0.20575984211944467,radiative
1.9994410423977982,1.3688077236940297,0.001986819009334039,909630.0599456902,243261969314.93137,13.80973279868984,1.8983105009922885e-12,11.00642238532778,0.3918421072977408,0.2049513833359495,radiative
1.9994782277106078,1.3736387534469876,0.0018630423343605285,894739.6661561956,224396720976.70245,13.80973279868984,1.4843575904318065e-12,11.11515910133129,0.39172645158153746,0.20395155635335163,radiative
1.999486539204488,1.3747575943511494,0.0018353123025091542,891317.0639654407,220216700294.34204,13.80973279868984,1.4016528605041275e-12,11.139714135919727,0.3916989026693316,0.2036925787103862,radiative
1.9994949776227642,1.3759090542412717,0.0018071365668506933,887803.4670941939,215986821496.0411,13.80973279868984,1.321136519790557e-12,11.175871218666323,0.3916702919294999,0.20361944789350364,radiative
1.9995103465312365,1.3780480101770958,0.0017557698074686884,881295.6842579813,208319557748.49988,13.80973279868984,1.1830739000291989e-12,11.24367189180657,0.39161660154493566,0.2034821217155659,radiative
1.9995409033691314,1.3824723303611262,0.0016534329022130341,867914.3458779737,193218840536.27985,13.80973279868984,9.397051615955108e-13,11.384819422716602,0.3915032056502115,0.2031590324407102,radiative
1.9995696783197394,1.3868687683099699,0.0015567806806229367,854725.9233386655,179178811614.88562,13.80973279868984,7.454775498042461e-13,11.526044868744973,0.39138718438736925,0.20277816517017144,radiative
1.9995967813669504,1.391239606065849,0.0014654577884364852,841724.6996386804,166120515472.50717,13.80973279868984,5.906127340679814e-13,11.66705119106259,0.39126824670349103,0.20232983953101458,radiative
1.999622318084294,1.3955877207717358,0.0013791229952529512,828904.0052131377,153969976269.1091,13.80973279868984,4.672470942606975e-13,11.807486804853031,0.3911460389677573,0.20180264859026117,radiative
1.9996463639643651,1.3999118995839102,0.0012975362133934628,816270.0131419187,142669964302.01968,13.80973279868984,3.691612089956276e-13,11.946779260912562,0.39102027200633904,0.20118384437036885,radiative
1.999669570293773,1.4043239868174298,0.0012184921379165712,803503.9961420965,131899591522.19254,13.80973279868984,2.895006067588713e-13,12.087847604900373,0.39088713068242953,0.2004381117339744,radiative
1.9996788442868607,1.4061597100239525,0.001186810292461176,798231.1455131836,127633754774.36009,13.80973279868984,2.614490620146146e-13,12.146033995556078,0.3908301721087629,0.2000890800091236,radiative
1.9996859175016046,1.4075897520267853,0.0011626081310010358,794139.7878294959,124395308736.5838,13.80973279868984,2.4141801948579615e-13,12.191751750570091,0.3907851225715568,0.19981071831552782,radiative
1.9996929907163483,1.4090469071336889,0.0011383749944051255,789983.0594895033,121170108246.05397,13.80973279868984,2.2251448161682993e-13,12.252357246175974,0.3907387034650906,0.1997464122411861,radiative
1.9997121609366582,1.4131418780259233,0.001072549055534588,778355.8368716905,112497069536.58179,13.80973279868984,1.7661303685885783e-13,12.424997013136487,0.3906059227568415,0.1995517527480236,radiative
1.9997301904026432,1.4172062082367052,0.0010104254345561525,766895.1668780751,104433715979.93127,13.80973279868984,1.4003052448022756e-13,12.59972285349292,0.3904705900387224,0.19933547501838758,radiative
1.9997471463918732,1.4212406648893958,0.000951789032487317,755597.8577607007,96936571617.77014,13.80973279868984,1.1090314456135255e-13,12.776456817966256,0.39033256016488493,0.19909410802186095,radiative
1.9997630925258587,1.4252461235414102,0.0008964365087944479,744460.680712935,89965205197.26044,13.80973279868984,8.773441707772638e-14,12.955098652890268,0.390191666294486,0.1988236160648385,radiative
1.9997780898264101,1.4292238174548442,0.0008441725813349281,733479.7172391544,83481644745.91638,13.80973279868984,6.932289223670953e-14,13.135532068086217,0.3900477072579249,0.19851928508497563,radiative
1.9997921779219956,1.4331699555866886,0.0007948758610636498,722665.1167138757,77458267427.80455,13.80973279868984,5.472325092588225e-14,13.317369530618912,0.3899006456533586,0.19817609895464108,radiative
1.9998057980960464,1.4372029892098301,0.0007470102270799581,711695.7731477892,71699375648.00116,13.80973279868984,4.284813971314606e-14,13.505917394313478,0.3897456667710363,0.1977754456473458,radiative
1.9998102254316652,1.4385647555682415,0.0007314036600736164,708011.3667469322,69841503300.95284,13.80973279868984,3.942455405618584e-14,13.570150676688916,0.3896922076423215,0.1976272472942515,radiative
1.9998146527672842,1.4399532604626673,0.0007157736820418856,704263.5812981786,67990716549.64612,13.80973279868984,3.620176754386581e-14,13.64553574312743,0.38963715806587235,0.19760949941399938,radiative
1.9998207410902689,1.4419085343773592,0.0006942425326215073,698998.9837546797,65457344235.41923,13.80973279868984,3.20833109033728e-14,13.753529545281497,0.38955882802595554,0.1975939203676131,radiative
1.9998319722016829,1.4456653916717186,0.0006544043077506227,688925.31553716,60820711263.874115,13.80973279868984,2.5381033872581055e-14,13.966540471951499,0.38940564956736134,0.19758616603010823,radiative
1.999842514794508,1.449387303788011,0.0006168563641347691,678997.8060871204,56513104428.007256,13.80973279868984,2.006140343008407e-14,14.185177248730893,0.3892504041683533,0.1976118249271223,radiative
1.9998524072959483,1.4530733555462765,0.0005814779504613087,669215.2619310828,52512208990.79406,13.80973279868984,1.5843431299753256e-14,14.409767684109408,0.3890932214249629,0.1976761402427569,radiative
1.99986168638546,1.4567226515070504,0.0005481537176675567,659576.2325041475,48797084086.529465,13.80973279868984,1.2502178521931084e-14,14.640686094525398,0.38893425669208065,0.19778512558246772,radiative
1.9998703798298223,1.4603312409623577,0.000516799627726159,650087.0590557146,45350936258.0706,13.80973279868984,9.85984108085592e-15,14.878154750777545,0.38877383279239397,0.19794551928138648,radiative
1.999878660209866,1.4639604713216963,0.00048680547046002194,640583.038747602,42100889826.26802,13.80973279868984,7.739250054007424e-15,15.126994740219699,0.38860933028651024,0.19816950355114368,radiative
1.9998835870484204,1.466218629440883,0.00046889443052403843,634687.9360148198,40182654974.4422,13.80973279868984,6.64489564706442e-15,15.287330257366735,0.38850542826368223,0.1983457340727415,radiative
1.9998885138869746,1.4685575327425662,0.0004509320460013368,628596.1142401425,38276403282.26784,13.80973279868984,5.6658548332423685e-15,15.45329811243979,0.3883965860294643,0.19849886515400453,radiative
1.9998955859907563,1.4720694114401625,0.00042504798614477365,619481.0653421206,35561754208.221756,13.80973279868984,4.447421088987268e-15,15.69993427414676,0.3882304091451817,0.19863685028433575,radiative
1.9999022117690346,1.4755433557277002,0.0004006814546139034,610500.7358032732,33042446801.959568,13.80973279868984,3.48819399062344e-15,15.955209045148328,0.38806277585110377,0.198847185621561,radiative
1.9999084158270564,1.4789776848795726,0.00037775619741307653,601654.5235734156,30705469205.9918,13.80973279868984,2.7338250092438904e-15,16.21978032144697,0.3878940423847114,0.19914074650782132,radiative
1.999914221471857,1.4823705360681967,0.0003561999592772807,592941.9192905425,28538660613.483154,13.80973279868984,2.141166406114053e-15,16.494382834395736,0.38772463208201496,0.19952988267694385,radiative
1.9999196511611366,1.4857200947047915,0.00033594284461687984,584361.8863595808,26530515022.44352,13.80973279868984,1.6759768554174475e-15,16.779858439592637,0.3875550308987996,0.2000286363600589,radiative
1.9999247187512215,1.4890194218699346,0.0003169464513271765,575926.0537428161,24672987548.30034,13.80973279868984,1.3116430725841381e-15,17.0766943795281,0.38738606043172263,0.20065189834977518,radiative
1.9999295886255972,1.4923674146326757,0.00029860378623176707,567375.3315069634,22903792327.77785,13.80973279868984,1.018573968708668e-15,17.395787930837745,0.3872131462212161,0.20144350813162715,radiative
1.9999313133502115,1.4935989746719476,0.0002920859524460492,564230.9431397945,22281069086.85002,13.80973279868984,9.270703666561466e-16,17.518163325279502,0.3871492924228448,0.20178096517633493,radiative
1.9999330380748257,1.4948562579463187,0.00028555621306300974,561021.2305416204,21660417012.24208,13.80973279868984,8.41597808814735e-16,17.634393290952833,0.3870839875576643,0.20201935184081016,radiative
1.999937405469064,1.4981634398438672,0.0002689556592572295,552597.956916296,20098287876.050762,13.80973279868984,6.507651403972756e-16,17.905622336414936,0.3869100878583705,0.2022056367019024,radiative
1.9999414887944722,1.5014318412882828,0.00025334258448440845,544302.0742563829,18650527140.040325,13.80973279868984,5.027333406145364e-16,18.186599287027125,0.38673506805014507,0.20247137854554415,radiative
1.9999453042867728,1.5046598712285744,0.0002386667441077426,536132.9097625536,17309382369.53205,13.80973279868984,3.880378259755776e-16,18.478075103297666,0.3865593622950771,0.20282831968543796,radiative
1.9999488673012906,1.5078457694944827,0.00022488053003144408,528089.8688991602,16067614102.655415,13.80973279868984,2.992723301107829e-16,18.78088588507778,0.3863834816409958,0.2032897626653708,radiative
1.999952192638393,1.510987867807297,0.00021193774207771114,520171.7526466423,14918366042.510157,13.80973279868984,2.306443047735242e-16,19.095990229020337,0.3862080072379132,0.20387080977982824,radiative
1.9999552889454464,1.5140788666564402,0.00019981557775800414,512391.13914302964,13857063381.587397,13.80973279868984,1.7771949296637854e-16,19.423863532189333,0.3860339210965601,0.20458715808177655,radiative
1.9999582722376577,1.5172273727855752,0.00018806692422346937,504468.5042104613,12842887963.883673,13.80973279868984,1.3562068411980118e-16,19.77843229704087,0.3858557334490117,0.20549235773408783,radiative
1.9999590566496863,1.5180856903619888,0.00018496600440082262,502308.25186752,12577641208.66371,13.80973279868984,1.2587285494564804e-16,19.87905677759985,0.385807108368663,0.20577418868724096,radiative
1.9999598406189982,1.5189570418136045,0.00018186162169226986,500115.0773428649,12313147426.35805,13.80973279868984,1.1664722683527202e-16,19.969531342734125,0.3857577175395627,0.20593689669150197,radiative
1.9999606245883101,1.5198423864441761,0.00017875106477664528,497888.70341573434,12049264583.723118,13.80973279868984,1.0792697545643335e-16,20.04825109822827,0.38570727954547873,0.2059608976343009,radiative
1.9999618417141185,1.5212458272161162,0.00017390896136050196,494364.41634960176,11640811571.85432,13.80973279868984,9.53502244395813e-17,20.174916462680205,0.3856267128633262,0.20600737094939772,radiative
1.9999644250725028,1.524350047585495,0.0001635769970877943,486589.7874703211,10778958338.107416,13.80973279868984,7.225857327531989e-17,20.463696871716284,0.38544588161159293,0.20615075789041407,radiative
1.999966834922793,1.527416156605092,0.00015386748986744372,478936.561228829,9981472381.45845,13.80973279868984,5.4695292947400863e-17,20.761472544575827,0.38526382292912226,0.2063556101028644,radiative
1.9999690818265747,1.5304431110363519,0.00014474710272527414,471403.7717803387,9243818338.875118,13.80973279868984,4.1354826545213484e-17,21.068874366319925,0.3850809057715457,0.20663101994932614,radiative
1.9999711758922725,1.5334299812985255,0.0001361836639780934,463989.9365706121,8561722181.351745,13.80973279868984,3.123449968698362e-17,21.38663041297896,0.38489755065438086,0.20698734407027491,radiative
1.999973123432427,1.5363707644579863,0.00012816000945783503,456705.8764047115,7932239013.779272,13.80973279868984,2.3577702038408414e-17,21.71498825342246,0.3847145608242809,0.20743551334734603,radiative
1.9999749951911703,1.5393651694459867,0.0001203902455447366,449300.80533699255,7331904456.889994,13.80973279868984,1.7613835672831118e-17,22.066938610556715,0.384526142714906,0.20800980541722638,radiative
1.9999755298738422,1.5402539262381068,0.00011815961351933361,447104.572827881,7161283764.520009,13.80973279868984,1.613613607604576e-17,22.175124223311943,0.38446989063417336,0.2082064088349432,radiative
1.9999761014428867,1.541221601227992,0.0001157691972229217,444714.6033933346,6979331345.461749,13.80973279868984,1.4659691443970645e-17,22.278500122801713,0.38440841662356495,0.2082800505228217,radiative
1.999977021530172,1.5428195236792506,0.00011190715092099875,440773.78598754026,6687403276.104393,13.80973279868984,1.2496415778371534e-17,22.44648736469159,0.384306015596366,0.20836086039894736,radiative
1.999978614458786,1.545713077876877,0.0001051776584367448,433654.9110855801,6184913531.259862,13.80973279868984,9.322297443097208e-18,22.76069665253664,0.38411782833189756,0.20855232354852188,radiative
1.9999800973090454,1.5485682700055587,9.886036357304775e-05,426650.3488129263,5720614475.05977,13.80973279868984,6.945649795054773e-18,23.084407011678415,0.3839287985006728,0.20880725669452807,radiative
1.999981477069474,1.5513842484390878,9.293254178447831e-05,419758.9723087521,5291746875.758093,13.80973279868984,5.168639772547123e-18,23.4182888529812,0.38373934264058795,0.20913492910136008,radiative
1.999982759991968,1.554159363730635,8.7374100037263e-05,412981.3974775746,4895843154.555555,13.80973279868984,3.842108604552082e-18,23.76300166186359,0.3835499954848487,0.20954575259651292,radiative
1.9999839582649783,1.556906648339194,8.213839090367382e-05,406282.2288931082,4528680354.832736,13.80973279868984,2.8487151551355495e-18,24.12125140882843,0.3833603463099035,0.21005448737279642,radiative
1.9999849564210388,1.5593248197633751,7.774202284177726e-05,400391.3820693704,4224860493.691268,13.80973279868984,2.178718190235183e-18,24.45210455679117,0.3831919924040009,0.2106014132049792,radiative
1.9999853301954595,1.5602637641631245,7.608704355256377e-05,398104.88438896486,4111582289.9812813,13.80973279868984,1.96080447084325e-18,24.584809102801206,0.38312635598004324,0.21084206977611616,radiative
1.9999857039698803,1.5612222237720126,7.442695929915255e-05,395771.91098431795,3998579217.3727317,13.80973279868984,1.759543895462881e-18,24.705092231632342,0.3830591143808124,0.21095202519855227,radiative
